,Year,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles, BMI,under-five deaths,Polio,Total expenditure,Diphtheria, HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status_Developing
0,1.0,0.46666666666666656,0.36288088642659283,0.03875,0.0,0.003759206432183837,0.6494845360824741,0.008779604537397007,0.22769640479360853,0.039523809523809524,0.03125,0.5435897435897435,0.6494845360824741,0.0,0.004888585012167692,0.02607428879088441,0.6309963099630996,0.612099644128114,0.5117521367521367,0.3575757575757575,1.0
1,0.9333333333333087,0.3533333333333333,0.37396121883656513,0.04,0.0,0.0038775502328985186,0.6185567010309277,0.0037431242915072164,0.22103861517976034,0.040952380952380955,0.5729166666666666,0.545054945054945,0.6185567010309277,0.0,0.005127210932694188,0.00025315581850842106,0.6420664206642067,0.6192170818505339,0.5085470085470085,0.3515151515151515,1.0
2,0.8666666666666458,0.3533333333333333,0.3698060941828255,0.04125,0.0,0.003861499741637575,0.6391752577319587,0.0032714297669676888,0.21438082556591215,0.04238095238095238,0.6145833333333333,0.5413919413919415,0.6391752577319587,0.0,0.005287052272765103,0.02452481114522456,0.6494464944649446,0.6263345195729538,0.5021367521367521,0.3454545454545455,1.0
3,0.799999999999983,0.34444444444444433,0.37534626038781166,0.043125000000000004,0.0,0.004123346759206779,0.6701030927835051,0.021203429675671976,0.20772303595206396,0.04428571428571428,0.6666666666666666,0.5699633699633699,0.6701030927835051,0.0,0.005607717574019455,0.0028572844932145095,0.6568265682656826,0.6370106761565837,0.4946581196581197,0.3393939393939394,1.0
4,0.7333333333333201,0.33777777777777773,0.3795013850415513,0.044375,0.0,0.00037429345626818967,0.6804123711340205,0.022922832297380572,0.20239680426098536,0.04619047619047619,0.6770833333333333,0.5223443223443224,0.6804123711340205,0.0,0.0005190511921806096,0.002302078048272422,0.6678966789667897,0.6441281138790036,0.48504273504273504,0.3212121212121212,1.0
5,0.6666666666666572,0.3288888888888888,0.3850415512465374,0.04625,0.0,0.004202199381535552,0.6597938144329897,0.015132264666276124,0.19573901464713714,0.04857142857142857,0.65625,0.6197802197802197,0.6597938144329897,0.0,0.0046290398685463734,0.0022283204125308036,0.6752767527675276,0.6512455516014235,0.47863247863247865,0.3030303030303029,1.0
6,0.5999999999999943,0.32444444444444454,0.3878116343490305,0.048125,0.0,0.0029935748778966067,0.6288659793814433,0.021766419914638506,0.18908122503328895,0.05047619047619047,0.625,0.6358974358974359,0.6288659793814433,0.0,0.003727515272773592,0.0002197279169296976,0.6826568265682658,0.6619217081850535,0.46367521367521364,0.28484848484848485,1.0
7,0.5333333333333314,0.31333333333333324,0.3961218836565097,0.05,0.0011198208286674134,0.0013645614510773775,0.6391752577319587,0.012165153947398453,0.18242343541944075,0.05238095238095238,0.6354166666666666,0.5560439560439561,0.6391752577319587,0.0,0.0031188760500788174,0.0021095006886606817,0.6900369003690038,0.6690391459074734,0.4626068376068376,0.27272727272727265,1.0
8,0.46666666666666856,0.30000000000000004,0.407202216066482,0.051250000000000004,0.0005599104143337066,0.0005753892410374228,0.6288659793814433,0.008680700846767751,0.17576564580559254,0.05380952380952381,0.625,0.43882783882783893,0.6288659793814433,0.0,0.0030892940333820786,0.020571602200381515,0.6974169741697418,0.6761565836298934,0.44337606837606836,0.2545454545454546,1.0
9,0.39999999999997726,0.29555555555555557,0.407202216066482,0.0525,0.0011198208286674134,0.0009056063401524088,0.6391752577319587,0.015139872642478375,0.16910785619174434,0.05523809523809524,0.5729166666666666,0.49010989010989003,0.5773195876288659,0.0,0.002273055379192944,0.0020012307984718525,0.7047970479704797,0.6832740213523133,0.4326923076923077,0.23636363636363633,1.0
10,0.3333333333333144,0.29555555555555557,0.40166204986149584,0.053125,0.0005599104143337066,7.323570497511974e-05,0.6597938144329897,0.00985993715811657,0.16245006657789612,0.05619047619047619,0.5729166666666666,0.5831501831501831,0.5773195876288659,0.0,0.00019814189628619688,0.00019922104974539503,0.7084870848708488,0.6903914590747332,0.4230769230769231,0.22424242424242424,1.0
11,0.2666666666666515,0.28888888888888875,0.40443213296398894,0.054375,0.0005599104143337066,0.0008066971792291187,0.6701030927835051,0.0035453169102487047,0.15712383488681758,0.05714285714285714,0.02083333333333333,0.5897435897435896,0.03092783505154639,0.0,0.0018247719033367047,0.01864108852148262,0.7158671586715868,0.6975088967971531,0.40705128205128205,0.15757575757575754,1.0
12,0.19999999999998863,0.28222222222222215,0.407202216066482,0.054375,0.0,0.0005848240525465578,0.6494845360824741,0.00607116500939585,0.151797603195739,0.058095238095238096,0.3958333333333333,0.591941391941392,0.4020618556701031,0.0,0.001653481917975162,0.0018277235191716294,0.7232472324723247,0.704626334519573,0.3985042735042735,0.13939393939393935,1.0
13,0.13333333333332575,0.2711111111111111,0.0027700831024930752,0.055,0.0,0.0008906197162579458,0.6391752577319587,0.018913428838794592,0.14647137150466047,0.058095238095238096,0.34375,0.5142857142857142,0.3505154639175258,0.0,0.001562162821217053,0.016987851522583686,0.7306273062730627,0.07473309608540926,0.36431623931623935,0.12121212121212122,1.0
14,0.06666666666666288,0.25111111111111106,0.4362880886426593,0.055,0.0,0.0005576991607021031,0.6288659793814433,0.06666108748411835,0.1411451398135819,0.058095238095238096,0.3333333333333333,0.5172161172161172,0.3195876288659794,0.0,0.00097184357983113,0.0022926983573159265,0.07380073800738007,0.08185053380782918,0.3632478632478633,0.10303030303030303,1.0
15,0.0,0.24,0.44321329639889195,0.055,0.0,0.000549800555852868,0.6185567010309277,0.04969530055309987,0.13581890812250333,0.058095238095238096,0.21875,0.5465201465201465,0.2268041237113402,0.0,0.0009471985025035496,0.00022701232590011374,0.08118081180811806,0.08540925266903915,0.3611111111111111,0.0787878787878788,1.0
16,1.0,0.7511111111111111,0.10110803324099724,0.0,0.25699888017917133,0.019248379237118186,0.9999999999999999,0.0,0.7456724367509988,0.0,1.0,0.3853479853479853,0.9999999999999999,0.0,0.03316699931237374,2.2289132127090857e-05,0.04059040590405904,0.042704626334519574,0.8141025641025641,0.606060606060606,1.0
17,0.9333333333333087,0.7444444444444445,0.009695290858725761,0.0,0.251959686450168,0.022611739061640372,0.9896907216494845,0.0,0.7350199733688417,0.0004761904761904762,0.9895833333333333,0.37655677655677655,0.9896907216494845,0.0,0.03838249336481422,0.00022327003324921135,0.04059040590405904,0.042704626334519574,0.813034188034188,0.606060606060606,1.0
18,0.8666666666666458,0.7377777777777779,0.1149584487534626,0.0,0.26595744680851063,0.022723962709065956,0.9999999999999999,0.0,0.7256990679094542,0.0004761904761904762,1.0,0.3604395604395605,0.9999999999999999,0.0,0.03703115314520136,0.0002237940469661283,0.04428044280442805,0.046263345195729534,0.8108974358974359,0.606060606060606,1.0
19,0.799999999999983,0.7311111111111113,0.11772853185595568,0.0,0.28723404255319146,0.021751794400320237,0.9999999999999999,6.847178582025395e-05,0.7163781624500667,0.0004761904761904762,1.0,0.35531135531135527,0.9999999999999999,0.0,0.035628893575059224,2.2467667774005038e-06,0.04428044280442805,0.046263345195729534,0.8034188034188035,0.606060606060606,1.0
20,0.7333333333333201,0.7244444444444442,0.12049861495844875,0.0,0.30011198208286677,0.023050158995547392,0.9999999999999999,0.0002130233336630123,0.7070572569906792,0.0004761904761904762,1.0,0.36410256410256414,0.9999999999999999,0.0,0.03721958429547565,0.0002281245025057826,0.047970479704797044,0.04982206405693951,0.7884615384615384,0.5515151515151515,1.0
21,0.6666666666666572,0.7155555555555555,0.12465373961218836,0.000625,0.2950727883538634,0.0022056847364749148,0.9999999999999999,7.60797620225044e-05,0.696404793608522,0.0004761904761904762,1.0,0.336996336996337,0.9999999999999999,0.0,0.004134204060445616,0.00022513035923242534,0.047970479704797044,0.04982206405693951,0.7745726495726495,0.5030303030303029,1.0
22,0.5999999999999943,0.7133333333333332,0.12465373961218836,0.000625,0.3236282194848824,0.018356075775116543,0.9896907216494845,0.0,0.685752330226365,0.0004761904761904762,0.9895833333333333,0.36996336996337,0.9896907216494845,0.0,0.03450884115213057,0.0022625992567383256,0.05166051660516605,0.053380782918149475,0.7702991452991452,0.4848484848484848,1.0
23,0.5333333333333314,0.6955555555555555,0.0,0.000625,0.3135498320268757,0.0019314063162152928,0.9999999999999999,0.0,0.6737683089214382,0.0004761904761904762,1.0,0.3758241758241758,0.9999999999999999,0.0,0.0036574172903569226,0.0022778984477801706,0.05535055350553506,0.053380782918149475,0.7617521367521367,0.4727272727272727,1.0
24,0.46666666666666856,0.7088888888888889,0.0110803324099723,0.000625,0.31187010078387456,0.001700646560551078,0.9896907216494845,0.00016737547644950966,0.6617842876165114,0.0004761904761904762,1.0,0.3926739926739927,0.9896907216494845,0.0,0.0030330811745327554,2.2941444187677724e-05,0.05535055350553506,0.056939501779359435,0.7510683760683761,0.44848484848484843,1.0
25,0.39999999999997726,0.6711111111111112,0.13573407202216067,0.000625,0.2967525195968645,0.0001741518638605695,0.9896907216494845,0.0005173423817530299,0.050599201065246346,0.0004761904761904762,0.9791666666666665,0.3750915750915751,0.979381443298969,0.0,0.0002806717492795459,0.0023128582006670495,0.05904059040590406,0.060498220640569395,0.7435897435897435,0.43636363636363634,1.0
26,0.3333333333333144,0.6555555555555554,0.019390581717451522,0.000625,0.2883538633818589,0.0014235865812835696,0.9896907216494845,4.564785721350263e-05,0.6378162450066579,0.0004761904761904762,0.9791666666666665,0.3941391941391942,0.9896907216494845,0.0,0.002328263086291937,0.00024071628934355658,0.06273062730627306,0.060498220640569395,0.7318376068376069,0.4000000000000001,1.0
27,0.2666666666666515,0.6444444444444444,0.0221606648199446,0.000625,0.2536394176931691,0.011699737433232993,0.9999999999999999,5.3255833415753074e-05,0.6245006657789615,0.0004761904761904762,0.9895833333333333,0.41318681318681316,0.979381443298969,0.0,0.02026420572143193,0.0002526588556470972,0.06273062730627306,0.06405693950177936,0.7275641025641026,0.40606060606060607,1.0
