,profile_id,username,date,link,text,comments,likes,quotes,retweets
0,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:35 AM UTC",https://twitter.com/ww3uptodate/status/1713775592414527726#m,The Difference❗ Between War Vs Genocide❗  #Israel has killed in 8 days 614 children  in #Gaza according to UN   Where #Russia killed 554 children in 596 days   The Difference of Rate❗ - Russia 0.9 per day - Israel 76.7 per day   #PalestineGenocide #IsrealPalestineconflict,3,5,0,1
1,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:31 AM UTC",https://twitter.com/ww3uptodate/status/1713774698012848564#m,🇵🇸🇮🇱🚨 Brave Palestinian lady documenting the ongoing war crimes committed by #Israel in #Gaza including the usage of white phosphorus .  #HamasTerrorist #hamas #IsraelPalestineConflict #GazzeUnderAttack #PalestineGenocide https://nitter.net/Sa91af/status/1713726867046326719/video/1,0,0,0,0
2,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:31 AM UTC",https://twitter.com/ww3uptodate/status/1713774553246380498#m,"A child from Palestine says what happened to him and his family, that the criminal Zionist entity killed them and he was beaten by them.  #GazzeUnderAttack #Isarael #palastine #PalestineGenocide #GazaCity https://nitter.net/H80583330/status/1713721430318133483/video/1",1,1,0,0
3,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:30 AM UTC",https://twitter.com/ww3uptodate/status/1713774429665452415#m,"No, this devastation is not caused by the earthquake.  Israel has caused this devastation.  Israel killed many innocents including children, women, made lakhs of people homeless.  #Gazagenocide #GazzeUnderAttack #FreePalestine_Now #PalestineGenocide #Gaza",0,2,0,0
4,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:30 AM UTC",https://twitter.com/ww3uptodate/status/1713774318969303361#m,BREAKING! Israeli warplanes have been continuously bombing several neighbourhoods in Gaza for three hours.   #PalestineGenocide #palastine #FreePalestine #FreeGaza #GazzeUnderAttack #Gaza #Gazagenocide #FreePalaestine https://nitter.net/TheMuslim786/status/1713773086661898729/video/1,0,0,0,1
5,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:29 AM UTC",https://twitter.com/ww3uptodate/status/1713774105336656303#m,"The Israeli army is firing flares over Al-Shifa hospital in Gaza, where aggressive airstrikes are ongoing, after an incident involving the death of seven paramedics. #PalestineGenocide #Gazagenocide https://nitter.net/freepresspress1/status/1713770785129549971/video/1",0,2,0,0
6,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:28 AM UTC",https://twitter.com/ww3uptodate/status/1713773976215064996#m,🇵🇸🇮🇱🚨 Momin Kireika lost his legs due to an Israeli attack in 2008..  Now he is a Palestinian journalist who’s reporting on Israel’s atrocities in Gaza.  #HamasTerrorist #hamas #IsraelPalestineConflict #PalestineGenocide https://nitter.net/Sa91af/status/1713693531498336632/video/1,0,1,0,0
7,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:28 AM UTC",https://twitter.com/ww3uptodate/status/1713773874465419288#m,🇵🇸🇮🇱🚨 MUST SEE : A recent satellite footage (before and after) reveals the extensive damage in #Gaza following the heavy bombardment by Israel   #HamasTerrorist #hamas #IsraelPalestineConflict #PalestineGenocide https://nitter.net/Sa91af/status/1713699622739177787/video/1,0,1,0,0
8,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:28 AM UTC",https://twitter.com/ww3uptodate/status/1713773789379723703#m,🇵🇸🇬🇧🚨A British-Palestinian little girl stuck in #Gaza :” I’m 10 years old I don’t wanna die I want to live”  I’m left heartbroken by the Zionists atrocities !!  #HamasTerrorist #hamas #IsraelPalestineConflict #PalestineGenoci https://nitter.net/Sa91af/status/1713705239268720756/video/1,0,0,1,0
9,1712776952593924096,@ww3uptodate,"Oct 16, 2023 · 4:27 AM UTC",https://twitter.com/ww3uptodate/status/1713773666700546216#m,🚨🔴BREAKING: huge protest in downtown Dallas Texas 🇺🇸📍in solidarity with Palestine 🇵🇸   #IsraelFightsBack #IDF #IsraelPalestineConflict #Israel_under_attack #HamasTerrorist #Israel #PalestineGenocide #GazaCity #GazzeUnderAttack #hamasiISIS https://nitter.net/tobaco999/status/1713710541540085854/video/1,1,0,0,0
10,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 6:03 AM UTC",https://twitter.com/ww3uptodate/status/1713435451003130316#m,🚨Israel Occupation Forces treat Palestinian children. #IsraelPalestineConflict #Palestine #GenocidePalestine #Gaza_under_attack https://nitter.net/TheMuslim786/status/1713171493918790000/video/1,0,1,0,0
11,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 6:01 AM UTC",https://twitter.com/ww3uptodate/status/1713434909044523403#m,LATEST: Thousands of Israel soldiers deployed at Gaza border for ground operation #Israel #Gaza #IsraelPalestineConflict #غزة_تُباد #طوفان_الاقصى_ #Hamas #INDvsPAK #Gazagenocide #IsraelTerrorists #فلسطين #Hamas #Isarael #غزة_الآن #GazzeUnderAttack https://nitter.net/_Hareem_Shah/status/1713432831240614213/video/1,0,3,0,1
12,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 6:00 AM UTC",https://twitter.com/ww3uptodate/status/1713434717285142603#m,🇵🇸 Palestine || Another Palestinian child who lost her parents in an Israeli air strike in Gaza today. 14.10.23 #Israel #GazzeUnderAttack #palastine https://nitter.net/TheMuslim786/status/1713433233302704312/video/1,0,1,0,0
13,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:58 AM UTC",https://twitter.com/ww3uptodate/status/1713434125317874135#m,The U.S. State Department has allowed non-essential embassy staff and their families to leave Israel. #IsraelPalestineConflict #Israel #IsraelFightsBack,0,0,0,1
14,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:57 AM UTC",https://twitter.com/ww3uptodate/status/1713433946539929944#m,BREAKING:  More and more reports of an ongoing intimidation campaign in Berlin targeting Jews.  People are marking houses were Jews live and Jewish-owned stores with a Star of David. #IsraelPalestineConflict #GazzeUnderAttack #IsraelFightsBack,0,0,0,0
15,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:56 AM UTC",https://twitter.com/ww3uptodate/status/1713433723176456196#m,Russian helicopter accidentally fires rocket at observers 😳,0,0,0,0
16,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:55 AM UTC",https://twitter.com/ww3uptodate/status/1713433378903785820#m,"🚨BREAKING - Hamas Sends a Video Message to Israeli Forces Stating:   ""This is what awaits you when you enter Gaza.""  Source: Hamas Official Website #GazzeUnderAttack #HamasTerrorist #IsraelPalestineConflict #Israel #IsraelFightsBack",0,1,0,0
17,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:54 AM UTC",https://twitter.com/ww3uptodate/status/1713433164390228222#m,"""We will continue to make every effort to find every detail about the missing and hostages,"" said IDF spokesman Rear Adm. Daniel Hagari.  An estimates 150-200 people were taken hostage by Hamas during its murderous attack last Saturday.  📰 The Times of Israel",0,0,0,0
18,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:54 AM UTC",https://twitter.com/ww3uptodate/status/1713433160057544818#m,"The IDF says the troops killed a number of terrorists in the area, including a Hamas cell that launched anti-tank guided missiles at Israel.  The troops did not enter deep into Gaza.",1,0,0,0
19,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:54 AM UTC",https://twitter.com/ww3uptodate/status/1713433155351572760#m,"The Israel Defense Forces says infantry forces and tanks entered Gaza Strip territory today in ""localized raids"" in order to clear the area of potential terrorists and locate missing Israelis.  #GazzeUnderAttack #IsraelPalestineConflict #HamasTerrorist",1,0,0,0
20,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:53 AM UTC",https://twitter.com/ww3uptodate/status/1713432819329110117#m,"The anti-Israel protest in London today is huge.  According to the police, more than 50 000 people are out on the streets. #GazzeUnderAttack #HamasTerrorist #IsraelPalestineConflict",0,0,0,0
21,1712776952593924096,@ww3uptodate,"Oct 15, 2023 · 5:51 AM UTC",https://twitter.com/ww3uptodate/status/1713432471273087033#m,Breaking: A Palestinian Child Talks About His Brother’s Death.   Heartbreaking 💔  #Gaza #Gaza_under_attack #Hamas #palastine #Palestine #PalestineLivesMatter #PalestineGenocide #Israel #Isarael #IsraelPalestineConflict,1,2,0,2
22,1712776952593924096,@ww3uptodate,"Oct 13, 2023 · 2:59 PM UTC",https://twitter.com/ww3uptodate/status/1712845417027698916#m,"The Gaza Health Ministry said Israel's airstrikes killed 1,799 Palestinians and injured 6,388. #IsraelPalestineWar #IsraelPalestineConflict #IsraelFightsBack",0,1,0,1
23,1712776952593924096,@ww3uptodate,"Oct 13, 2023 · 2:57 PM UTC",https://twitter.com/ww3uptodate/status/1712844993025470528#m,🚨JUST IN: Palestinians in Gaza are charging their phones using car batteries as a result of the second consecutive day of power and internet outages. #FreePalestine #IsraelPalestineConflict #IsraelPalestineWar,0,1,0,0
24,1712776952593924096,@ww3uptodate,"Oct 13, 2023 · 2:55 PM UTC",https://twitter.com/ww3uptodate/status/1712844512182116688#m,Bild shows footage of IDF work: the Israeli military has regained control of one of the Israeli bases seized by terrorists. #Isarael #HamasTerrorist #IsraelPalestineConflict #IsraelPalestineWar,0,1,0,0
